id,original_title,original_language,overview,genres,cast,keywords,director,status,vote_average,vote_count,popularity,genres_bin,cast_bin
98,Gladiator,en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.","['Action', 'Adventure', 'Drama']",Ru,"['rome', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'battlefield', 'blood', 'ancient world', 'father daughter relationship', 'combat', 'mother son relationship', 'dream sequence', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor']",Ridley Scott,Released,7.9,5439,95.301296,"[1, 1, 1]","[1, 1]"
180,Minority Report,en,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.","['Action', 'Mystery', 'ScienceFiction', 'Thriller']",To,"['self-fulfilling prophecy', 'washington d.c.', 'evidence', 'future', 'hologram', 'dystopia', 'murder', 'neo-noir', 'future noir']",Steven Spielberg,Released,7.1,2608,65.948959,"[1, 1, 1, 1]","[1, 1]"
672,Harry Potter and the Chamber of Secrets,en,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.","['Adventure', 'Family', 'Fantasy']",Da,"['flying car', 'witch', 'magic', 'cutting the cord', 'child hero', 'broom', ""sorcerer's apprentice"", 'school of witchcraft', 'giant snake', 'black magic', 'aftercreditsstinger']",Chris Columbus,Released,7.4,5815,132.397737,"[1, 1, 1]","[1, 1]"
36557,Casino Royale,en,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.","['Action', 'Adventure', 'Thriller']",Da,"['italy', 'poker', 'casino', 'terrorist', 'banker', 'money', 'free running', 'torture', 'british secret service', 'montenegro']",Martin Campbell,Released,7.3,3855,88.935165,"[1, 1, 1]","[1, 1]"
869,Planet of the Apes,en,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.","['Action', 'Adventure', 'ScienceFiction', 'Thriller']",Ma,"['gorilla', 'space marine', 'space suit', 'revolution', 'chimp', 'slavery', 'space travel', 'time travel', 'dystopia', 'alien planet', 'ape', 'human subjugation']",Tim Burton,Released,5.6,1243,51.188633,"[1, 1, 1, 1]","[1, 1]"
280,Terminator 2: Judgment Day,en,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.","['Action', 'ScienceFiction', 'Thriller']",Ar,"['cyborg', 'shotgun', 'post-apocalyptic', 'dystopia', 'moral ambiguity', 'mental institution', 'violence', 'fictional war', 'morphing', 'nuclear weapons', 'shape shifter', 'savior', 'catch phrase']",James Cameron,Released,7.7,4185,101.74155,"[1, 1, 1]","[1, 1]"
11322,Public Enemies,en,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.","['Crime', 'Drama', 'History']",Ch,"['cinema', 'hiding place', 'machinegun', 'prison guard', 'escape from prison', 'dillinger']",Michael Mann,Released,6.5,1344,33.691694,"[1, 1, 1]","[1, 1]"
4982,American Gangster,en,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.","['Crime', 'Drama']",De,"['underdog', 'black people', 'drug traffic', 'drug smuggle', 'society', 'ambition', 'rise and fall', 'cop', 'drug dealing', 'police corruption', 'gangster', 'crime', 'police detective', 'family', 'law enforcement', 'aftercreditsstinger', 'dishonesty', 'criminal heroes']",Ridley Scott,Released,7.4,1502,42.361215,"[1, 1]","[1, 1]"
36955,True Lies,en,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.","['Action', 'Thriller']",Ar,"['spy', 'terrorist', 'florida', 'gun', 'kidnapping', 'horseback riding', 'florida keys', 'secret agent', 'terrorist plot', 'top secret', 'woman with glasses', 'hit with a telephone', 'truth serum', 'mushroom cloud', 'jackhammer', 'key west']",James Cameron,Released,6.8,1116,38.729418,"[1, 1]","[1, 1]"
18487,The Taking of Pelham 1 2 3,en,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.","['Crime', 'Drama', 'Thriller']",De,"['hostage', 'new york city', 'new york subway', 'subway train', 'stock market', 'motorcycle crash', 'subway tunnel', 'aftercreditsstinger']",Tony Scott,Released,6.2,954,40.597856,"[1, 1, 1]","[1, 1]"
39451,Little Fockers,en,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.","['Comedy', 'Romance']",Ro,"['nurse', 'cat', 'father-in-law', 'vomit', 'kids and family', 'viagra', 'duringcreditsstinger']",Paul Weitz,Released,5.4,1060,32.389353,"[1, 1]","[1, 1]"
27581,The Other Guys,en,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?","['Action', 'Comedy', 'Crime']",Wi,"['narration', 'ceo', 'fire truck', 'shot in the shoulder', 'zip line', 'buddy comedy', 'carjacking', 'aftercreditsstinger', 'duringcreditsstinger']",Adam McKay,Released,6.1,1383,24.399642,"[1, 1, 1]","[1, 1]"
9268,Eraser,en,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.","['Action', 'Drama', 'Mystery', 'Thriller']",Ar,"['suicide', 'ambush', 'showdown', 'hostage', 'traitor', 'new identity', 'hitman', 'witness', 'witness protection', 'arms dealer', 'deception', 'betrayal', 'treason', 'conspiracy', 'u.s. marshal', 'gunfight', 'train', 'explosion', 'violence', 'sabotage', 'corporate crime', 'rogue agent', 'assassination attempt', 'x-ray vision', 'railgun']",Chuck Russell,Released,5.6,543,24.507987,"[1, 1, 1, 1]","[1, 1]"
68718,Django Unchained,en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","['Drama', 'Western']",Ja,"['bounty hunter', 'hero', 'plantation', 'society', 'friendship', 'friends', 'revenge', 'rivalry', 'rescue', 'shootout', 'racism', 'danger', 'dentist', 'django', 'dual role', 'aftercreditsstinger', 'odd couple', 'black slave', 'deadly', 'chases and races', '19th century']",Quentin Tarantino,Released,7.8,10099,82.121691,"[1, 1]","[1, 1]"
10545,The Hunchback of Notre Dame,en,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.","['Animation', 'Drama', 'Family']",To,"['paris', 'based on novel', 'judge', 'obsession', 'dance', 'sword', 'mockery', 'ugliness', 'cathedral', 'musical', 'fool', 'bell', 'religion', 'orphan', 'army captain', 'festival', 'angry mob', 'witch hunt', '15th century']",Gary Trousdale,Released,6.8,1129,46.727941,"[1, 1, 1]","[1, 1]"
11688,The Emperor's New Groove,en,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Da,"['central and south america', 'birthday', 'emperor', 'palace', 'kingdom', 'berater', 'llama']",Mark Dindal,Released,7.2,1490,51.113717,"[1, 1, 1, 1, 1]","[1, 1]"
76163,The Expendables 2,en,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.","['Action', 'Adventure', 'Thriller']",Sy,"['airplane', 'number in title', 'airplane crash', 'violence', 'beard', 'ensemble cast', 'loss of friend', 'wisecrack humor', 'airport lounge', 'asian woman']",Simon West,Released,6.1,2896,53.732892,"[1, 1, 1]","[1, 1]"
2059,National Treasure,en,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.","['Action', 'Adventure', 'Mystery', 'Thriller']",Ni,"['riddle', 'treasure', 'treasure hunt', 'archaeologist', 'archeology\xa0']",Jon Turteltaub,Released,6.4,1926,58.849256,"[1, 1, 1, 1]","[1, 1]"
2486,Eragon,en,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.","['Action', 'Adventure', 'Family', 'Fantasy']",Ed,"['based on novel', 'mythical creature', 'dragon', 'fantasy world', 'teenage hero', 'based on young adult novel']",Stefen Fangmeier,Released,4.9,967,30.863434,"[1, 1, 1, 1]","[1, 1]"
16523,Where the Wild Things Are,en,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways.","['Family', 'Fantasy']",Ma,"[""children's book"", 'igloo', 'wolf costume', 'swallowed whole', 'hit with a rock', 'lying', 'falling down a hill', 'snowball fight', ""children's perspectives""]",Spike Jonze,Released,6.4,572,31.586215,"[1, 1]","[1, 1]"
116711,Epic,en,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.,"['Adventure', 'Animation', 'Family', 'Fantasy']",Jo,"['fantasy', 'miniature people']",Chris Wedge,Released,6.4,1121,36.711378,"[1, 1, 1, 1]","[1, 1]"
37710,The Tourist,en,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.","['Action', 'Romance', 'Thriller']",Jo,"['paris', 'hotel', 'false identity', 'undercover agent', 'romance']",Florian Henckel von Donnersmarck,Released,6.0,1699,41.426678,"[1, 1, 1]","[1, 1]"
9946,End of Days,en,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.","['Action', 'Fantasy', 'Horror', 'Mystery']",Ar,"['christianity', 'sex', ""new year's eve"", 'pastor', 'nudity', 'mephisto', 'nightmare', 'bible', 'satanist', 'faith', 'ex-cop', 'anti-christ', 'millenium', 'atheist', 'suspense', 'priest', 'hospital', 'train', 'new york city', 'explosion', 'church', 'violence', 'devil', 'woman in jeopardy', 'satanic', 'flashback', 'stigmata']",Peter Hyams,Released,5.5,482,20.652943,"[1, 1, 1, 1]","[1, 1]"
1372,Blood Diamond,en,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.","['Action', 'Drama', 'Thriller']",Le,"['rebel', 'journalist', 'journalism', 'loss of family', 'slavery', 'mercenary', 'diamond mine', 'sierra leone', 'bootlegger', 'fisherman', 'special unit', 'smuggling', 'genocide in rwanda', 'oppression']",Edward Zwick,Released,7.3,2281,52.792678,"[1, 1, 1]","[1, 1]"
106646,The Wolf of Wall Street,en,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.","['Comedy', 'Crime', 'Drama']",Le,"['corruption', 'sex', 'sexuality', 'bank', 'humor', 'biography', 'wall street', 'marriage crisis', 'rise and fall', 'stockbroker', 'drug', 'stock broker']",Martin Scorsese,Released,7.9,6571,95.007934,"[1, 1, 1]","[1, 1]"
414,Batman Forever,en,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.","['Action', 'Crime', 'Fantasy']",Va,"['riddle', 'dc comics', 'rose', 'gotham city', 'partner', 'superhero', 'robin', 'broken neck', 'psychologist', 'violence', 'criminal', 'district attorney', 'millionaire', 'falling down stairs', 'tied up', 'tommy gun', 'beretta', 'knocked out', 'super powers', 'disfigurement', 'father figure']",Joel Schumacher,Released,5.2,1498,48.205606,"[1, 1, 1]","[1, 1]"
563,Starship Troopers,en,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".","['Action', 'Adventure', 'ScienceFiction', 'Thriller']",Ca,"['moon', 'asteroid', 'space marine', 'intelligence', 'buenos aires', 'space battle', 'dystopia', 'army', 'satire', 'spaceship', 'soldier', 'drill instructor', 'military']",Paul Verhoeven,Released,6.7,1560,58.782359,"[1, 1, 1, 1]","[1, 1]"
83542,Cloud Atlas,en,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.","['Drama', 'ScienceFiction']",To,"['clone', 'future', 'dystopia', 'ensemble cast', 'duringcreditsstinger', 'century', 'woman director', '1930s']",Tom Tykwer,Released,6.6,2977,73.872343,"[1, 1]","[1, 1]"
41216,Legend of the Guardians: The Owls of Ga'Hoole,en,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.","['Adventure', 'Animation', 'Family', 'Fantasy']",Em,['owl'],Zack Snyder,Released,6.5,703,37.321848,"[1, 1, 1, 1]","[1, 1]"
314,Catwoman,en,"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. Before you can say ""cat and mouse,"" handsome gumshoe Tom Lone is on her tail.","['Action', 'Crime']",Ha,"['white russian', 'sex', 'dc comics', 'beauty', 'sexism', 'basketball', 'superheroine', 'female protagonist', 'evil corporation', 'catwoman', 'masked superhero', 'cat lady']",Pitof,Released,4.2,808,32.271938,"[1, 1]","[1, 1]"
184315,Hercules,en,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.","['Action', 'Adventure']",Dw,"['mercenary', 'battle', 'ancient greece', 'hercules', 'warrior', 'sagen']",Brett Ratner,Released,5.6,1680,76.842247,"[1, 1]","[1, 1]"
9016,Treasure Planet,en,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!","['Adventure', 'Animation', 'Family', 'Fantasy', 'ScienceFiction']",Jo,"['cyborg', 'based on novel', 'space marine', 'mutiny', 'loss of father', 'map', 'pirate gang', 'treasure hunt', 'little boy', 'space', 'alien', 'animation', 'money', 'treasure map', 'planet', 'troubled teen', 'space pirate']",Ron Clements,Released,7.2,948,38.924136,"[1, 1, 1, 1, 1]","[1, 1]"
18162,Land of the Lost,en,"On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.","['Adventure', 'Comedy', 'ScienceFiction']",Wi,"['alien life-form', 'dinosaur', 'primate', 'duringcreditsstinger']",Brad Silberling,Released,5.3,381,19.38841,"[1, 1, 1]","[1, 1]"
138103,The Expendables 3,en,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.","['Action', 'Adventure', 'Thriller']",Sy,"['cia', 'arms dealer', 'sequel', 'rescue mission', 'hospital', 'battle', 'sledgehammer', 'revolver']",Patrick Hughes,Released,6.1,1795,61.025639,"[1, 1, 1]","[1, 1]"
257088,Point Break,en,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".","['Action', 'Crime', 'Thriller']",Ed,"['undercover', 'undercover agent', 'extreme sports', 'fbi agent', '3d']",Ericson Core,Released,5.5,783,33.507289,"[1, 1, 1]","[1, 1]"
10214,Son of the Mask,en,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.","['Adventure', 'Comedy', 'Family', 'Fantasy']",Ja,"['baby', 'mask', 'viking']",Lawrence Guterman,Released,3.6,338,17.815595,"[1, 1, 1, 1]","[1, 1]"
205775,In the Heart of the Sea,en,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.","['Action', 'Adventure', 'Drama', 'History', 'Thriller']",Ch,"['suicide', 'ocean', 'sea', 'hunger', 'shipwreck', 'ship', 'whale', 'based on true story', 'stranded', 'survival', 'whaling', 'death', 'new england', 'lost at sea', 'based on true events', 'whaling ship', 'starvation', '19th century', 'cannibalism', 'reference to moby dick', 'whale oil', 'nantucket']",Ron Howard,Released,6.5,1276,50.767332,"[1, 1, 1, 1, 1]","[1, 1]"
11692,The Adventures of Pluto Nash,en,"The year is 2087, the setting is the moon. Pluto Nash, the high-flying successful owner of the hottest nightclub in the universe, finds himself in trouble when he refuses to sell his club to lunar gangster Mogan, who just happens to be helping the mysterious Rex Crater mastermind a plan to take over the entire moon.","['Action', 'Comedy', 'ScienceFiction']",Ed,"['moon', 'casino', 'bar', 'nightclub', 'future', 'mafia boss', 'laser gun']",Ron Underwood,Released,4.4,142,12.092241,"[1, 1, 1]","[1, 1]"
22972,Green Zone,en,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.","['Action', 'Adventure', 'Drama', 'Thriller', 'War']",Ma,"['weapon of mass destruction', 'baghdad', 'iraqi\xa0']",Paul Greengrass,Released,6.4,717,30.254021,"[1, 1, 1, 1, 1]","[1, 1]"
227973,The Peanuts Movie,en,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",['Animation'],No,"['based on comic strip', 'family', '3d', 'charlie brown', 'snoopy']",Steve Martino,Released,6.5,604,34.308098,[1],"[1, 1]"
29193,The Spanish Prisoner,en,An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.,"['Crime', 'Drama', 'Mystery', 'Thriller']",St,"['dialogue', 'confidence', 'invention', 'independent film']",David Mamet,Released,7.1,73,3.091077,"[1, 1, 1, 1]","[1, 1]"
1734,The Mummy Returns,en,"Rick and Evelyn O'Connell, along with their 8 year old son Alex, discover the key to the legendary Scorpion King's might, the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, Alex, to gain control of Anubis' otherworldly army.","['Action', 'Adventure', 'Fantasy']",Br,"['son', 'ancient egypt', 'bracelet']",Stephen Sommers,Released,6.0,2206,41.862983,"[1, 1, 1]","[1, 1]"
3131,Gangs of New York,en,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.","['Crime', 'Drama', 'History']",Le,"['fire', 'irish-american', 'immigrant', 'gang war', 'pickpocket', 'ship', 'gang of thieves', 'butcher', 'pig', 'army', 'rescue', 'gang']",Martin Scorsese,Released,7.1,1910,46.160048,"[1, 1, 1]","[1, 1]"
76758,金陵十三釵,zh,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.","['Drama', 'History', 'War']",Ch,"['forced prostitution', 'child rape']",Zhang Yimou,Released,7.1,187,12.516546,"[1, 1, 1]","[1, 1]"
9408,Surf's Up,en,"Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.","['Animation', 'Comedy', 'Family']",Sh,"['sea', 'world cup', 'surfer', 'wave', 'surfboard', 'giant wave', 'world champion', 'idol', 'mockumentary']",Ash Brannon,Released,5.9,601,23.230851,"[1, 1, 1]","[1, 1]"
9890,The Stepford Wives,en,"What does it take to become a Stepford wife, a woman perfect beyond belief? Ask the Stepford husbands, who've created this high-tech, terrifying little town.","['Action', 'Comedy', 'ScienceFiction']",Ni,"['android', 'housewife', 'transformation']",Frank Oz,Released,5.4,334,19.224754,"[1, 1, 1]","[1, 1]"
855,Black Hawk Down,en,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.","['Action', 'History', 'War']",Jo,"['prisoners of war', 'wound', 'somalia', 'warlord', 'famine', 'delta force', 'rescue operation']",Ridley Scott,Released,7.2,1811,44.455166,"[1, 1, 1]","[1, 1]"
77953,The Campaign,en,Two rival politicians compete to win an election to represent their small North Carolina congressional district in the United States House of Representatives.,['Comedy'],Wi,"['politics', 'politician', 'election campaign', '\xa0north carolinam', 'congressman', 'political candidate', 'moustache', 'political corruption', 'campaign manager', 'campaign finance']",Jay Roach,Released,5.6,578,16.460356,[1],"[1, 1]"
18,The Fifth Element,en,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","['Action', 'Adventure', 'Fantasy', 'ScienceFiction', 'Thriller']",Br,"['clone', 'taxi', 'cyborg', 'egypt', 'future', 'stowaway', 'space travel', 'race against time', 'arms dealer', 'love', 'alien', 'priest', 'end of the world', 'good vs evil', 'shootout', 'police chase', 'cab driver', 'new york city', 'space opera', 'military', 'opera singer', 'resort hotel', 'ancient astronaut', 'archeologist', 'ancient evil', 'cruise liner']",Luc Besson,Released,7.3,3885,109.528572,"[1, 1, 1, 1, 1]","[1, 1]"
37786,Sex and the City 2,en,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.","['Comedy', 'Drama', 'Romance']",Sa,[],Michael Patrick King,Released,5.4,426,18.325897,"[1, 1, 1]","[1, 1]"
10501,The Road to El Dorado,en,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?","['Adventure', 'Animation', 'Comedy', 'Family']",Ke,"['gold', 'horse', 'sword fight']",Don Michael Paul,Released,7.0,858,37.054554,"[1, 1, 1, 1]","[1, 1]"
57800,Ice Age: Continental Drift,en,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.","['Adventure', 'Animation', 'Comedy', 'Family']",Jo,"['blue footed booby', 'prehistoric times', 'melting ice', 'badger', 'elephant seal', 'floating ice', 'land bridge', 'era', 'glaciale', 'deriva']",Steve Martino,Released,6.2,2672,65.229868,"[1, 1, 1, 1]","[1, 1]"
